code,recommend_org,jcc_1,jcc_2,jcc_3,how_important,colleagues_imp,management_imp,reports_imp,age_diff_imp,goddard,anxiety_attachment,avoidance_attachment,orgid_behavioral,orgid_affective,orgid_cognitive,orgid_total,org_group_membership_Jansen,org_group_affection_Jansen,org_room_for_authenticity_Jansen,org_value_in_authenticity_Jansen,jansen_bel_o,jansen_au_o,team_group_affection_Jansen,team_group_membership_Jansen,team_room_for_authenticity_Jansen,team_value_in_authenticity_Jansen,jansen_bel_t,jansen_au_t,work_group_cohesivenss_Riordan,work_group_communication_Riordan,work_group_identification_Riordan,work_group_identification_total_Riordan,wrz_job,wrz_career,wrz_calling,team_in_self,org_in_self,self_distance_most_belong,self_distance_least_belong,autonomy_sat,competence_sat,relatedness_sat,psych_needs_tot,proficiency_ind,adaptivity_ind,proactivity_ind,proficiency_team,adaptivity_team,proactivity_team,job_perf_tot,workerid,n_refs,n_antirefs,workerid..55,employ_sitch,employ_sitch_other,months_since_emp,self_employed,self_employed_other,hrs_worked,full_time_position,tenure,income_personal_lt,income_household_lt,code..66,shs_1,shs_2,shs_3,shs_4,shs_sum,big5_e,big5_n,big5_c,big5_a,big5_o,wss,jss_total,jss_pay,jss_promotion,jss_supervision,jss_benefits,jss_contingent,jss_ops,jss_coworkers,jss_nature,jss_comms,cmws_total,cmws_inspiring,cmws_unity,cmws_serving,cmws_fullpo,cmws_become,cmws_reality,cmws_balancing,naq_work,naq_personal,naq_physical,naq_total,mspss_total,mspss_friends,mspss_coworker,mspss_so,mspss_family,uwes_vigor,uwes_ded,uwes_absorp,uwes_tot,wss_1,wss_2,wss_3,engagement_1,engagement_2,engagement_3,engagement_4,engagement_5,engagement_6,engagement_7,engagement_8,engagement_9,phq4_1,phq4_2,phq4_3,phq4_4,workerid..145,how_meaningful,sacrifice,id,religious,spiritual,atheist,agnostic,religious_affil,which_religion,have_kids,num_kids,raise_kids,youngest_child,oldest_child,child_age,lifesat_1,lifesat_2,lifesat_3,lifesat_4,lifesat_5,oms_1,oms_2,oms_3,oms_4,oms_5,oms_6,oms_7,socdes_sum,uls8_sum,lifesat_sum,workerid..196,hitid,time_demo1,time_work1,code..200,time_work2,time_work_habit,time_work_remote,time_demo2,income_household_lt..205,birth_country,living_sitch,sexuality,height,weight,remote_productive,remote_happy,remote_engaged,remote_creative,remote_energized,remote_days,remote_hrs,self_care_work__workout,self_care_work__meditate,self_care_work__nap,self_care_work__handiwork,self_care_work__journal,self_care_work__yoga,self_care_work__dance,self_care_work__read,self_care_work__draw,self_care_work__pray,self_care_work__walk,self_care_all__workout,self_care_all__meditate,self_care_all__nap,self_care_all__handiwork,self_care_all__journal,self_care_all__yoga,self_care_all__dance,self_care_all__read,self_care_all__draw,self_care_all__pray,self_care_all__walk,travel_days,vacation_leave,sick_leave,parent_leave,other_leave,what_other_leave,can_remote_work,do_remote_work,last_promotion,last_raise,last_evaluation,compared_to_same_profession__good_at_job,compared_to_same_profession__career_progress,compared_to_same_profession__job_satisfaction,compared_to_same_career__good_at_job,compared_to_same_career__career_progress,compared_to_same_career__job_satisfaction,travel_required,pay_type_annual,pay_type_hourly,pay_type_commission,pay_type_lump,pay_type_equity,pay_type_other,exact_salary,n_job_switch_5yr,itl,job_req_contact,job_req_lead,job_req_deal_with,job_req_email,job_req_responsible,job_req_teammwork,start_day,end_day,start_date,end_date,ip_address,duration,responseid,latitude,longitude,sex,age,political,race,race_other,edu,employ_sitch..288,employ_sitch_other..289,months_since_emp..290,self_employed..291,self_employed_other..292,days_worked,hrs_worked..294,full_time_position..295,tenure..296,org_size_lt,work_cat,on_team,team_size,lead_or_ic,direct_reps,sector,num_switch,last_raise_mo,last_promo_mo,edu_str,mgr_ic,income_bracket,engagement_avg,edu_numeric,edu_bunch,edu_bunch2,age_range,goddard4,jansen_t4,raise_3mo,promo_3mo,raise_6mo,promo_6mo,raise_12mo,promo_12mo
CO,8,1.0,4.0,2.0,7.2,6.7,6.0,7.0,1.0,25,18,49,11,12,5,28,20,18,16,16,38,32,18,20,16,16,40,40,41,26,30,97,1,4,2,5,4,5,3,14,14,14,42,15,14,13,15,14,13,84,A15PUZKRWJH0EY,3,0,A15PUZKRWJH0EY,1.0,NaN,NaN,1.0,NaN,45.0,1.0,5,4.0,NA,CO,4.0,3.0,2.0,2.0,18,8,5,23,21,24,19,NA,NA,NA,NA,NA,NA,NA,153,NA,17,108,13,24,17,15,14,13,12,13,15,3,31,167,24,88,28,27,28,16,17,55,7.0,6.0,6.0,6,7,7,6,7,6,7,6,7,1.0,1.0,1.0,1.0,A15PUZKRWJH0EY,68,23,6342,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,NA,14,NA,A15PUZKRWJH0EY,3D7VY91L65ELSEB1ET7TU0YOQTTMBS,115,95,CO,882.0,111.0,107.0,123.0,4.0,1.0,1.0,Straight,71.0,165.0,-6.0,-8.0,-8.0,-8.0,-8.0,2.0,16,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,NaN,14.0,0.0,0.0,0.0,NaN,1.0,Yes,3.0,3.0,NA,9.0,9.0,9.0,9.0,9.0,9.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,0,NA,1,70.0,72.0,29.0,100.0,60.0,90.0,17.0,13.0,6/8/18 15:42,6/8/18 16:09,66.66.25.64,1645,R_urgxWX050uYUUjD,43.22459412,-77.59200287,m,35,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,31.0,50000,Business and Financial Operations,1.0,9.0,2.0,NaN,profit,1,12,12,Bachelors,Individual contributor,NA,6.555555555555555,5,Undergrad,Undergrad,35-44,3,4,0,0,0,0,1,1
CO,9,4.0,3.0,1.0,3,4.0,1.0,NaN,4.0,14,92,64,6,13,3,22,11,12,8,8,23,16,12,9,8,8,21,16,38,18,24,80,4,3,1,4,5,3,4,15,12,9,36,15,13,7,13,14,3,65,A2ELW44B0V3AYF,2,0,A2ELW44B0V3AYF,1.0,NaN,NaN,1.0,NaN,40.0,1.0,120,4.0,NA,CO,4.0,4.0,3.0,3.0,21,16,13,23,24,21,15,NA,NA,NA,NA,NA,NA,NA,131,NA,11,77,6,16,14,9,11,8,13,9,15,3,27,100,20,39,25,16,8,4,6,18,5.0,5.0,5.0,2,3,2,2,3,2,4,2,3,2.0,1.0,2.0,2.0,A2ELW44B0V3AYF,20,25,8202,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,NA,19,NA,A2ELW44B0V3AYF,391JB9X4ZYPMLHFVK6KMT3HED8VKM9,17,32,CO,993.0,990.0,39.0,31.0,4.0,1.0,1.0,Straight,65.0,115.0,6.0,10.0,4.0,2.0,7.0,4.0,32,5.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,NaN,10.0,0.0,0.0,0.0,NaN,1.0,Yes,6.0,6.0,NA,9.0,6.0,4.0,8.0,4.0,3.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,2,100.0,41.0,100.0,100.0,0.0,76.0,19.0,37.0,6/18/18 14:43,6/18/18 15:20,107.213.56.218,2210,R_1C2fTZfhG4U5mkH,34.13789368,-118.1296005,f,38,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,120.0,250,Office and Administrative Support,1.0,12.0,2.0,NaN,profit,0,NaN,NaN,Bachelors,Individual contributor,NA,2.5555555555555554,5,Undergrad,Undergrad,35-44,1,1,0,0,0,0,0,0
CO,6,3.0,3.0,4.0,6.4,3.2,5.9,4.9,1.0,17,77,65,12,14,5,31,16,15,14,15,31,29,15,14,14,15,31,29,32,20,26,78,3,3,4,5,5,3,4,12,10,11,33,12,12,12,11,12,13,72,A2QIZ31TMHU0GD,5,6,A2QIZ31TMHU0GD,1.0,NaN,NaN,1.0,NaN,40.0,1.0,56,4.0,NA,CO,6.0,5.0,6.0,3.0,27,11,18,19,14,20,15,NA,NA,NA,NA,NA,NA,NA,134,NA,14,102,16,21,14,16,7,11,17,20,39,10,69,127,20,67,20,20,16,12,11,39,5.0,6.0,4.0,4,6,5,4,6,5,4,6,4,2.0,3.0,4.0,3.0,A2QIZ31TMHU0GD,52,61,8111,NA,NA,NA,NA,1.0,7.0,1.0,2.0,0.0,5.0,3.0,NaN,6.0,5.0,5.0,6.0,6.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,NA,18,NA,A2QIZ31TMHU0GD,32L724R85L110PMKCJR2XRWWQ9HPIZ,29,59,CO,279.0,26.0,31.0,142.0,5.0,1.0,3.0,Straight,5.0,6.0,5.0,3.0,6.0,4.0,5.0,4.0,10,5.0,6.0,5.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,6.0,4.0,5.0,7.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,2.0,2.0,12.0,10.0,10.0,no,1.0,Yes,4.0,5.0,NA,8.0,9.0,10.0,4.0,8.0,9.0,1.0,NaN,1.0,1.0,NaN,1.0,NaN,NaN,NA,3,55.0,44.0,59.0,35.0,53.0,53.0,19.0,38.0,6/18/18 14:48,6/18/18 14:59,122.164.226.120,686,R_4OD3PyhnBZvHRfP,9.966705322000001,76.23330688,m,29,Conservative,Mixed,NaN,5,1,NaN,NaN,1.0,NaN,4.0,40.0,1.0,65.0,1000,Information Technology,1.0,8.0,2.0,NaN,profit,2,25,24,Bachelors,Individual contributor,NA,4.888888888888889,5,Undergrad,Undergrad,25-34,1,2,0,0,0,0,0,0
CO,7,2.0,4.0,1.0,7,8.5,6.5,9.0,2.0,18,19,38,8,13,4,25,14,17,8,4,31,12,17,14,8,4,32,20,37,21,27,85,2,4,1,4,5,4,5,11,15,14,40,15,14,9,15,13,9,75,A2871R3LEPWMMK,3,1,A2871R3LEPWMMK,1.0,NaN,NaN,1.0,NaN,45.0,1.0,24,3.0,NA,CO,6.0,5.0,6.0,6.0,30,18,14,21,24,23,9,NA,NA,NA,NA,NA,NA,NA,106,NA,7,92,10,22,16,17,7,9,11,18,18,4,40,151,28,68,28,27,15,9,15,39,5.0,2.0,2.0,5,4,5,4,4,4,7,6,5,3.0,3.0,2.0,2.0,A2871R3LEPWMMK,40,20,8404,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,NA,18,NA,A2871R3LEPWMMK,3P7RGTLO6EULJG66N3UHKCMEJR6AKF,22,76,CO,631.0,74.0,5.0,103.0,3.0,1.0,3.0,Straight,74.0,160.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0,7.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,NaN,0.0,2.0,0.0,21.0,"I was in the hospital due to a serious, spontaneous circulatory injury in my body.",0.0,"NA",4.0,3.0,NA,9.0,9.0,9.0,6.0,6.0,7.0,0.0,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NA,2,60.0,80.0,40.0,40.0,60.0,75.0,19.0,13.0,6/18/18 16:06,6/18/18 16:27,24.182.92.247,1222,R_PwharNzyj9N03zH,35.76660156,-81.33550262,m,35,Liberal,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,24.0,10000,Sales and Related,1.0,8.0,3.0,3.0,profit,1,12,24,Some college,Both manager and IC,NA,4.888888888888889,3,No undergrad,No undergrad,35-44,1,2,0,0,0,0,1,0
CO,9,1.0,2.0,4.0,8.9,8.9,9.4,9.0,1.0,25,18,54,15,17,5,37,20,20,20,20,40,40,20,20,20,20,40,40,39,25,29,93,1,2,4,5,5,2,3,15,15,15,45,15,15,15,15,15,15,90,A2TN6KP3ZKGOU7,20,0,A2TN6KP3ZKGOU7,1.0,NaN,NaN,1.0,NaN,45.0,1.0,276,6.0,NA,CO,6.0,6.0,5.0,6.0,30,18,7,20,17,17,20,NA,NA,NA,NA,NA,NA,NA,192,NA,23,130,19,30,20,20,7,14,20,7,14,3,24,179,28,95,28,28,29,18,17,58,7.0,7.0,6.0,7,7,7,7,7,7,7,6,7,1.0,1.0,1.0,1.0,A2TN6KP3ZKGOU7,93,31,9509,NA,NA,NA,NA,0.0,NaN,1.0,3.0,1.0,14.0,20.0,NaN,6.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,NA,14,NA,A2TN6KP3ZKGOU7,3XEIP58NL04X4UWWKVMHG5Q2HERZLL,20,30,CO,199.0,37.0,3.0,155.0,6.0,1.0,3.0,Straight,72.0,170.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,NaN,7.0,2.0,0.0,3.0,Death in family.,0.0,"NA",5.0,3.0,NA,9.0,9.0,9.0,9.0,9.0,9.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,100.0,100.0,100.0,100.0,100.0,100.0,17.0,37.0,6/19/18 13:40,6/19/18 13:50,108.21.79.103,627,R_3O6UCRvdQispHqI,40.65390015,-73.60820007,m,50,Conservative,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,184.0,5000,Protective Service,1.0,45.0,3.0,24.0,gov,0,12,25,Masters,Both manager and IC,NA,6.888888888888889,6,Masters,Graduate,45-54,4,4,0,0,0,0,1,0
CO,5,1.0,1.0,4.0,3.1,2.0,0.0,2.0,4.0,23,30,124,12,10,2,24,14,16,4,4,30,8,16,14,4,4,26,8,38,25,22,85,1,1,4,3,3,4,4,13,13,6,32,15,9,9,13,7,8,61,A2F2DDH12YU4AK,1,4,A2F2DDH12YU4AK,1.0,NaN,NaN,1.0,NaN,60.0,1.0,68,4.0,NA,CO,1.0,1.0,1.0,1.0,11,4,4,24,6,15,12,NA,NA,NA,NA,NA,NA,NA,158,NA,17,71,4,17,8,12,15,7,8,7,12,3,22,64,7,49,4,4,13,3,13,29,4.0,4.0,4.0,4,4,4,4,1,1,7,7,2,1.0,1.0,4.0,4.0,A2F2DDH12YU4AK,0,0,8141,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,1.0,6.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,NA,29,NA,A2F2DDH12YU4AK,37S0QRNUFBXN5RBQHGD0YG7SY3C88Q,15,22,CO,138.0,24.0,7.0,24.0,4.0,1.0,1.0,Straight,73.0,225.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,NaN,1.0,No,6.0,6.0,NA,11.0,11.0,6.0,11.0,6.0,6.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,58000,NA,1,60.0,100.0,41.0,100.0,90.0,100.0,15.0,39.0,6/18/18 15:01,6/18/18 15:06,172.56.42.54,306,R_BSy3FmQQQ4X9cdz,47.60620117,-122.3320999,m,35,Centrist,White,NaN,3,1,NaN,NaN,1.0,NaN,6.0,60.0,1.0,68.0,50,Software Engineering,1.0,6.0,1.0,6.0,profit,0,NaN,NaN,Some college,Manager/team lead/exec,NA,3.7777777777777777,3,No undergrad,No undergrad,35-44,3,1,0,0,0,0,0,0
CO,7,3.0,3.0,2.0,7.1,6.2,6.8,6.3,4.0,21,107,84,9,11,5,25,16,16,13,12,32,25,16,16,13,12,32,32,32,17,26,75,3,3,2,3,4,4,3,15,11,9,35,12,11,11,12,10,12,68,AK07N9AFX9LPA,2,1,AK07N9AFX9LPA,1.0,NaN,NaN,1.0,NaN,40.0,1.0,24,4.0,NA,CO,3.0,4.0,3.0,3.0,20,12,20,15,21,11,6,NA,NA,NA,NA,NA,NA,NA,104,NA,11,66,8,14,10,9,9,8,8,23,32,5,60,100,21,37,20,22,7,3,3,13,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,3.0,3.0,3.0,3.0,AK07N9AFX9LPA,86,8,9258,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,2.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,NA,19,NA,AK07N9AFX9LPA,3BFNCI9LYK7X4G01VUQYTZ3M7ZO73O,14,37,CO,149.0,23.0,45.0,36.0,4.0,1.0,2.0,Straight,60.0,141.0,-5.0,-5.0,0.0,-3.0,-7.0,2.0,16,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,NaN,5.0,5.0,0.0,2.0,Funeral,1.0,Yes,4.0,3.0,NA,9.0,7.0,7.0,9.0,9.0,8.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,50.0,61.0,39.0,90.0,74.0,74.0,17.0,12.0,6/19/18 10:16,6/19/18 10:22,173.235.15.150,400,R_2fx2V9XqwTZzIKI,32.31340027,-90.17199707,f,33,Conservative,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,24.0,20,Management,1.0,5.0,1.0,6.0,profit,2,12,24,Some college,Manager/team lead/exec,NA,2,3,No undergrad,No undergrad,25-34,2,2,0,0,0,0,1,0
CO,7,2.0,3.0,3.0,7.1,7.5,7.3,7.7,2.0,21,66,79,11,12,4,27,16,16,16,16,32,32,16,16,16,16,32,32,35,20,25,80,2,3,3,5,3,2,1,9,8,9,26,12,12,12,12,12,12,72,AHIJACUG7ZL9B,3,0,AHIJACUG7ZL9B,1.0,NaN,NaN,1.0,NaN,40.0,0.0,15,4.0,NA,CO,4.0,4.0,3.0,4.0,22,16,10,17,14,17,15,NA,NA,NA,NA,NA,NA,NA,149,NA,17,103,15,24,14,16,9,9,16,8,12,3,23,112,18,60,16,18,13,12,9,34,5.0,5.0,5.0,4,4,4,5,5,5,4,4,4,1.0,1.0,1.0,2.0,AHIJACUG7ZL9B,63,8,8551,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,NA,17,NA,AHIJACUG7ZL9B,3NFWQRSHVEVBDLRV8SVU0L5C9RTGFO,17,34,CO,158.0,36.0,4.0,33.0,4.0,1.0,1.0,Straight,73.0,200.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.0,0.0,0.0,0.0,NaN,0.0,"NA",1.0,1.0,NA,9.0,9.0,9.0,9.0,9.0,9.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,57.0,57.0,63.0,0.0,53.0,57.0,15.0,30.0,6/18/18 19:34,6/18/18 19:41,100.14.129.44,407,R_3CQ71Z5PXMWaEF4,39.18170166,-75.5970993,m,29,Centrist,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,40.0,0.0,NaN,NaN,Construction and Extraction,1.0,3.0,3.0,2.0,non_profit,0,3,3,Some college,Both manager and IC,NA,4.333333333333333,3,No undergrad,No undergrad,25-34,2,2,1,1,0,0,0,0
CO,1,4.0,3.0,1.0,8,8.1,6.0,6.0,4.0,17,36,81,7,7,3,17,11,12,4,4,23,8,12,12,4,4,23,13,32,20,19,71,4,3,1,4,3,4,3,12,13,9,34,13,11,5,11,8,6,54,A1ZTSCPETU3UJW,0,0,A1ZTSCPETU3UJW,1.0,NaN,NaN,1.0,NaN,40.0,1.0,54,4.0,NA,CO,5.0,5.0,5.0,6.0,28,14,11,21,21,15,13,NA,NA,NA,NA,NA,NA,NA,123,NA,8,73,8,18,10,9,8,9,11,11,13,3,27,122,24,54,24,20,10,6,8,24,5.0,4.0,4.0,3,3,3,3,3,3,4,4,3,1.0,1.0,1.0,1.0,A1ZTSCPETU3UJW,30,9,7647,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,NA,13,NA,A1ZTSCPETU3UJW,3TRB893CSJRYYSCPQ9XICTSVB2JG7R,16,27,CO,171.0,38.0,7.0,41.0,4.0,1.0,1.0,Straight,72.0,175.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,NaN,10.0,3.0,0.0,0.0,NaN,0.0,"NA",5.0,4.0,NA,8.0,5.0,4.0,8.0,5.0,4.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,50000,NA,3,42.0,9.0,53.0,100.0,9.0,78.0,17.0,10.0,6/18/18 13:45,6/18/18 13:55,192.69.253.82,645,R_3GvJBWqo2rWGruj,32.81480408,-96.87049866,m,36,Conservative,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,58.0,50,"Education, Training, and Library",1.0,8.0,2.0,NaN,gov,0,24,25,Masters,Individual contributor,NA,3.2222222222222223,6,Masters,Graduate,35-44,1,1,0,0,0,0,0,0
CO,8,1.0,4.0,2.0,7,8.6,9.0,8.5,4.0,25,47,70,9,14,5,28,20,20,20,20,40,40,20,20,20,20,40,40,44,28,32,104,1,4,2,4,3,4,1,14,15,12,41,15,14,14,13,14,14,84,A5Q0UTSKAI2TQ,2,0,A5Q0UTSKAI2TQ,1.0,NaN,NaN,1.0,NaN,45.0,1.0,51,4.0,NA,CO,4.0,3.0,3.0,3.0,20,12,15,14,19,18,15,NA,NA,NA,NA,NA,NA,NA,155,NA,12,99,12,22,14,16,15,7,13,13,12,3,28,132,24,67,20,21,14,10,11,35,6.0,5.0,4.0,4,4,5,5,4,4,5,5,4,1.0,2.0,1.0,1.0,A5Q0UTSKAI2TQ,10,15,9002,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,NA,19,NA,A5Q0UTSKAI2TQ,3GVPRXWRPHBCUJIKGXXLX55BQHL7IO,23,41,CO,235.0,49.0,51.0,47.0,4.0,1.0,1.0,Straight,69.0,170.0,-1.0,-5.0,0.0,0.0,-2.0,4.0,36,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,NaN,10.0,0.0,0.0,0.0,NaN,1.0,Yes,5.0,4.0,NA,9.0,8.0,8.0,9.0,9.0,9.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,48,NA,2,29.0,45.0,10.0,100.0,40.0,70.0,17.0,11.0,6/19/18 9:03,6/19/18 9:13,73.254.244.149,577,R_pt3qHvbkglHzQ2t,47.63169861,-117.14099879999999,m,34,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,51.0,20,Marketing and Advertising,1.0,3.0,3.0,1.0,profit,1,24,25,Bachelors,Both manager and IC,NA,4.444444444444445,5,Undergrad,Undergrad,25-34,4,4,0,0,0,0,0,0
CO,7,1.0,4.0,3.0,6.2,7.3,8.0,4.4,4.0,19,45,66,11,13,3,27,13,12,12,12,25,24,12,13,12,12,27,24,29,20,25,74,1,4,3,4,4,5,2,10,10,9,29,12,11,11,11,11,11,67,A23JA6ICO4BPQ5,2,0,A23JA6ICO4BPQ5,1.0,NaN,NaN,1.0,NaN,45.0,1.0,6,5.0,NA,CO,5.0,5.0,5.0,6.0,28,16,11,17,21,16,14,NA,NA,NA,NA,NA,NA,NA,131,NA,14,89,11,22,12,11,12,9,12,17,15,3,35,138,21,68,25,24,17,12,9,38,6.0,4.0,4.0,5,5,6,5,5,5,4,4,4,1.0,1.0,1.0,1.0,A23JA6ICO4BPQ5,56,18,8735,NA,NA,NA,NA,1.0,12.0,0.0,NaN,NaN,NaN,NaN,NaN,6.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,NA,18,NA,A23JA6ICO4BPQ5,3WRKFXQBOBOV93EL36NLAIP8UFBIYF,23,28,CO,165.0,33.0,30.0,39.0,6.0,1.0,3.0,Straight,74.0,165.0,-4.0,2.0,0.0,-1.0,5.0,1.0,4,6.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,7.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,20.0,1.0,0.0,75.0,"I finished grad school and traveled for 2+ months after finishing, while I was traveling I wasn't working.",1.0,Yes,5.0,5.0,NA,8.0,8.0,9.0,8.0,8.0,8.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,88000,NA,1,72.0,29.0,25.0,100.0,64.0,72.0,18.0,35.0,6/18/18 20:12,6/18/18 20:19,136.33.33.215,415,R_2s59i1S2w2kvS9J,39.01420593,-94.5951004,m,33,Liberal,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,43.0,1.0,6.0,100,Management,1.0,4.0,3.0,2.0,non_profit,3,25,25,Masters,Both manager and IC,NA,4.777777777777778,6,Masters,Graduate,25-34,1,1,0,0,0,0,0,0
